color,part,quantity,part_id
Blue,Brick 2 x 4,1,3001
Blue,Slope 33° 3 x 4 with Yellow Triangles Print,2,3297p02
Light Gray,Plate 1 x 4,2,3710
Light Gray,Plate 1 x 6,2,3666
Light Gray,Propeller 4 Blade 5 Diameter with Rounded Ends,1,2479
Red,Brick 2 x 2,1,3003
Red,Brick 2 x 4,1,3001
Red,Plate 2 x 4,1,3020
Red,Plate 2 x 6,1,3795
Red,Slope 33º 3 x 2,1,3298
Red,Slope Inverted 33º 3 x 2 [Connections between Studs],2,3747b
Red,Slope Inverted 45º 2 x 2,1,3660
Red,Tile Special 2 x 2 with Pin,1,2460
Trans-Clear,Slope 45º 2 x 2,1,3039
Yellow,Brick 1 x 6,2,3009
