color,part,quantity,part_id
Black,Brick 1 x 2,4,3004
Black,Minifig Construction Helmet,1,3833
Black,Plate Special 1 x 2 Side Handle [Free Ends],2,2540
Black,Tile 2 x 2 with Drill Print,1,3068bpx1
Blue,Hips and Legs [Complete Assembly],1,970c00
Brown,"Rock Boulder, Bottom",1,30294
Brown,"Rock Boulder, Top",1,30293
Dark Gray,Brick 1 x 1,2,3005
Dark Gray,Dish 2 x 2 Inverted [Radar],2,4740
Dark Gray,"Engine - Smooth, Small 1 x 2 Side Plate [With Axle Holders]",2,3475b
Dark Gray,Minifig Circular Saw,1,30194
Dark Gray,Minifig Space Binoculars [aka Electrobinoculars],1,30304
Dark Gray,Plate Special 6 x 6 x 2/3 Cross with Dome,1,30303
Dark Gray,Slope 45º 2 x 1,2,3040b
Dark Gray,Tile 1 x 2 with Joystick and Vehicle Control Panel Pattern,1,3069bpr0090
Dark Turquoise,Slope 33 3 x 2 with Louver Print,1,3298px1
Light Gray,Bar 1 x 3 [Clip / Anti-Stud],2,4735
Light Gray,Helicopter Skid Rails 12 x 6,1,30248
Light Gray,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],2,4085c
Light Gray,Tile 1 x 2 Grill with Bottom Groove,2,2412b
Light Gray,"Vehicle, Tipper Bed Small",1,2512
Red,Torso Rock Raiders Green Vest with Pouches Print (Bandit) / Red Arms / Yellow Hands,1,973px25c01
Trans-Neon Green,Plate Round 1 x 1 Straight Side,2,4073
Trans-Neon Green,Rock 1 x 1 Crystal 5 Point,1,30385
Yellow,"Minifig, Head Beard with Angry Brown Eyebrows, Moustache and Blue Bandana Print",1,3626bpx15
Yellow,Plate 2 x 2,1,3022
Yellow,Plate 2 x 6,1,3795
