color,part,quantity,part_id
Black,Hips and Legs [Complete Assembly],1,970c00
Black,"Torso Fire Flame Badge, Red Belt, Zipper and Collar Print / Black Arms / Yellow Hands",1,973pb99c01
Dark Gray,Minifig Radio [Extended Handle],1,3962b
Dark Gray,Tile Special 1 x 2 with Handle,1,2432
Light Gray,Brick Special 1 x 2 with Handle,1,30236
Light Gray,Cone 1 x 1 [No Top Groove],1,4589
Light Gray,Minifig Loudhailer [aka SW Blaster / Space Gun],1,4349
Light Gray,Tile 1 x 2 Grill with Bottom Groove,1,2412b
Red,Brick 2 x 4,1,3001
Red,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Red,Slope 45º 2 x 2,1,3039
Red,Wedge 6 x 4 Inverted,1,4856
Trans-Dark Blue,Cone 1 x 1 [No Top Groove],2,4589
White,Minifig Fire Helmet,1,3834
White,Plate 1 x 4,2,3710
White,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
White,Wedge Plate 3 x 4 without Stud Notches,1,4859
Yellow,"Minifig Head - Moustache Curly and Full, Plain Eyebrows Print",1,3626bpb083
Yellow,Minifig Life Jacket [Old Style],1,2610
Yellow,Plate 2 x 6,1,3795
Yellow,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
