color,part,quantity,part_id
Black,Brick 1 x 2,2,3004
Black,"Brick 1 x 4 x 1 1/3 No Studs, Curved Top",1,6191
Black,Brick 1 x 6,1,3009
Black,Brick 2 x 2,1,3003
Black,Brick Round 1 x 1 Open Stud,4,3062b
Black,"Container, Cupboard 2 x 3 x 2 Door",1,4533
Black,Fence 1 x 4 x 1,7,3633
Black,Hinge Brick 2 x 2 Top Plate Thin,3,6134
Black,Minifig Frying Pan,1,4528
Black,Minifig Telescope,1,64644
Black,Panel 1 x 1 x 1 Corner,2,6231
Black,Panel 1 x 2 x 1 [Square Corners],2,4865a
Black,Plate 2 x 6,1,3795
Black,Slope Curved 3 x 1 No Studs,2,50950
Black,Tile 1 x 1 with Groove,4,3070b
Black,Tile 1 x 4,2,2431
Black,Tile 1 x 6,4,6636
Black,Tile 2 x 4,2,87079
Black,"Wedge 4 x 3 Open with Cutout, Four Studs [Wheel Arch]",1,47755
Black,Wheel Skateboard / Trolley,2,2496
Blue,Brick 1 x 4,1,3010
Blue,Minifig Seat 2 x 2,3,4079
Blue,Minifig Skateboard with Trolley Wheel Holders,1,42511
Blue,Plate 1 x 10,1,4477
Blue,Plate 2 x 6,1,3795
Blue,Slope Curved 4 x 1 No Studs,10,61678
Blue,Tap 1 x 1 No Hole in End,1,4599b
Blue,Tile 2 x 2 with Groove,1,3068b
Dark Bluish Gray,Bar 1L with Clip [Cut Edges &amp; One Side Hole],2,48729b
Dark Bluish Gray,Hinge Plate 1 x 2 Locking with 1 Finger On Top,1,30383
Dark Bluish Gray,Plate 1 x 2,8,3023
Dark Bluish Gray,Plate 1 x 4,2,3710
Dark Bluish Gray,Plate 2 x 4,3,3020
Dark Bluish Gray,Plate 6 x 16,3,3027
Dark Bluish Gray,Plate 6 x 8,2,3036
Dark Bluish Gray,Plate Special 2 x 2 with Groove and Centre Stud,2,87580
Dark Bluish Gray,Slope 33º 2 x 2 Double,7,3300
Dark Bluish Gray,Slope 45° 2 x 1 Double - with Inside Stud Holder,1,3044c
Dark Bluish Gray,Slope 45° 2 x 8,5,4445
Dark Bluish Gray,Slope 45º 2 x 1,4,3040b
Dark Bluish Gray,Slope 45º 2 x 2,8,3039
Dark Bluish Gray,Slope 45º 2 x 4,5,3037
Dark Bluish Gray,Tile 1 x 2 Grill with Bottom Groove,5,2412b
Dark Bluish Gray,Tile 1 x 2 with Groove,7,3069b
Dark Bluish Gray,Tile 1 x 6,12,6636
Dark Bluish Gray,"Tile 2 x 2 with Computer Monitor Print 1, with White Power Switch Icon",2,3068bpb58
Dark Brown,Arch 1 x 5 x 4,3,2339
Dark Orange,Plate 2 x 4,2,3020
Green,Baseplate 16 x 32,1,3857
Green,Brick Round 1 x 1 Open Stud,2,3062b
Green,"Container, Trash Can with 2 Cover Holders",1,2439
Green,Dish 2 x 2 Inverted [Radar],1,4740
Green,Flower Stem,1,3741
Green,Fruit Tree,1,3470
Green,Leaves 4 x 3,3,2423
Light Bluish Gray,Bar 1 x 12 with 1 x 2 Plate End and 1 x 1 Round Plate End,1,42445
Light Bluish Gray,Brick 1 x 1,16,3005
Light Bluish Gray,Brick 1 x 2,8,3004
Light Bluish Gray,Brick 1 x 6,4,3009
Light Bluish Gray,Brick 2 x 2,3,3003
Light Bluish Gray,Container - Cupboard 2 x 3 x 2 [Hollow Studs],1,92410
Light Bluish Gray,Hinge Brick 1 x 2 Base,3,3937
Light Bluish Gray,Hinge Cylinder 1 x 2 Locking with 1 Finger and Axle Hole On Ends,1,30552
Light Bluish Gray,Hinge Plate 1 x 2 Locking with 2 Fingers On End,2,44302
Light Bluish Gray,Panel 1 x 4 x 1,2,30413
Light Bluish Gray,Plate Round 1 x 1 Straight Side,2,4073
Light Bluish Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Light Bluish Gray,Plate Special 2 x 8 with Door Rail,2,30586
Light Bluish Gray,Tile 1 x 4,1,2431
Light Bluish Gray,Tile 2 x 4,8,87079
Red,Brick Round 1 x 1 Open Stud,1,3062b
Red,Brick Special 1 x 1 with Stud on 1 Side,1,87087
Red,Container - Box 2 x 2 x 2 Door with Slot,1,4346
Red,"Container, Box 2 x 2 x 2 Hollow Studs",1,4345
Red,Door Frame 1 x 4 x 6 Type 2,1,60596
Red,Flag 4 x 1 Wave,1,4495
Red,Hot Dog,1,33078
Red,"Plant Flower Small, Sprue of Four",1,3742c01
Red,Plate 1 x 1,1,3024
Red,Plate Round 1 x 1 Straight Side,1,4073
Red,Plate Special 1 x 2 with End Handle [Closed Ends],2,60478
Red,Tile 2 x 2 with Groove,2,3068b
Red,Tile Special 2 x 3 with 2 Clips,1,30350
Red,Window 1 x 2 x 3 Flat Front,4,60593
Red,Window 1 x 4 x 6 Frame with 3 Panes,3,57894
Reddish Brown,Brick Round 1 x 1 Open Stud,2,3062b
Reddish Brown,Brick Special 1 x 2 Palisade [aka Log],4,30136
