color,part,quantity,part_id
Blue,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",1,bslot16
Green,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",1,bslot16
Red,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",1,bslot16
White,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",1,bslot16
Yellow,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",1,bslot16
