color,part,quantity,part_id
Black,Bracket 3 x 2 - 2 x 2 [aka Space Seat],1,4598
Black,Hinge Bar with 3 Fingers and End Stud (Control Lever),2,2433
Black,Hinge Brick 1 x 2 Base,4,3937
Black,Plate 3 x 6 Cut Corners,2,2419
Black,Tail 4 x 1 x 3,2,2340
Trans-Red,Dish 2 x 2 Inverted [Radar],2,4740
Trans-Red,Plate Round 1 x 1 Straight Side,2,4073
White,Brick Special 1 x 2 x 2/3 with Studs on Sides,2,4595
White,Hinge Brick 1 x 2 Top Plate Thin,4,3938
White,Hinge Plate 1 x 2 with 2 Fingers and Hollow Studs,2,4276b
White,Plate 1 x 2,2,3023
White,Plate 1 x 4,1,3710
