color,part,quantity,part_id
(No Color),"Duplo Figure Disney Princess, Snow White",1,47394pb148
Bright Green,"Duplo, Brick 2 x 2 with Bluebird and Dark Pink Flower Print",1,3437pb039
Bright Light Orange,Duplo Wear Cloth Skirt Satin,1,dupskirt08
Dark Orange,Brick 2 x 2,2,3437
Dark Pink,Duplo Fence 1 x 6 x 2 Paled (Picket),1,6497
Dark Pink,Flower with 1 Top Stud,1,6510
Green,Brick 2 x 2,1,3437
Lavender,Brick 1 x 2 x 2,2,4066
Lavender,"Door Frame Flat Front Surface, Completely Open Back",1,61649
Lavender,Plate 2 x 4,1,40666
Lime,Brick 2 x 2,1,3437
Lime,Plate 2 x 4,3,40666
Medium Blue,Flower with 1 Top Stud,1,6510
Red,Brick 2 x 2,1,3437
Red,Duplo Furniture Chair with 4 Studs and Squared Back,2,6478
White,Door / Window with Four Equal Square Cornered Panes,1,90265
White,Duplo Bunny Rabbit with Black Eyes and Pink Nose Print,1,dupbunnyc01pb01
White,Duplo Utensil Dish with 3 Apples Print,1,31333pb02
Yellow,Brick 2 x 3 with Curved Top,2,2302
Yellow,Brick 2 x 4 Curved Top,1,98223
Yellow,Slope 2 x 2 Slope 45°,2,6474
