color,part,quantity,part_id
Black,Brick Special 1 x 2 x 2/3 with Studs on Sides,1,4595
Black,Cone 1 x 1 [No Top Groove],2,4589
Black,Lever Small Base with Black Lever,2,298c02
Black,Plate 2 x 3,1,3021
Black,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Black,Tile 1 x 2 with Groove,1,3069b
Black,Wheel Full Rubber Balloon with Axle hole,4,4288
Light Gray,Antenna 1 x 4,1,3957
Light Gray,Bracket 3 x 2 - 2 x 2 [aka Space Seat],1,4598
Light Gray,Bracket 8 x 2 x 1 1/3,1,4732
Light Gray,Brick Special 1 x 1 with Headlight,2,4070
Light Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Light Gray,Plate Special 1 x 2 with Long Stud Receptacle (Space Wing),1,4596
Light Gray,Plate Special 1 x 4 Offset,2,4590
Light Gray,Plate Special 2 x 2 with Wheels Red,2,122c01
Trans-Red,"Brick, Round 1 x 1 with Fins",1,4588
Trans-Red,Dish 2 x 2 Inverted [Radar],2,4740
Yellow,Minifig,1,sp007
