color,part,quantity,part_id
Black,Brick Round 1 x 1 Open Stud,17,3062b
Black,Brick Round Corner 2 x 2 [Macaroni],8,3063
Blue,Brick Round 1 x 1 Open Stud,17,3062b
Blue,Brick Round Corner 2 x 2 [Macaroni],8,3063
Red,Brick Round 1 x 1 Open Stud,17,3062b
Red,Brick Round Corner 2 x 2 [Macaroni],8,3063
Trans-Clear,Brick Round 1 x 1 Open Stud,17,3062b
Trans-Clear,Brick Round Corner 2 x 2 [Macaroni],8,3063
White,Brick Round 1 x 1 Open Stud,17,3062b
White,Brick Round Corner 2 x 2 [Macaroni],8,3063
Yellow,Brick Round 1 x 1 Open Stud,17,3062b
Yellow,Brick Round Corner 2 x 2 [Macaroni],8,3063
