color,part,quantity,part_id
Light Gray,"Electric, Wire 12V / 4.5V with two 2-prong connectors, 28 Studs Long",2,766c28
Red,Brick Special 1 x 2 with Cable Holding Cutout,2,3134
Trans-Dark Blue,Brick 1 x 2 [No Bottom Tube],2,3065
Trans-Dark Blue,Brick 1 x 6 without Centre Studs with POLICE Print white,1,3067p12
Trans-Green,Brick 1 x 2 [No Bottom Tube],2,3065
Trans-Green,Brick 1 x 6 without Centre Studs with TAXI Print,1,3067p11
Trans-Red,Brick 1 x 2 [No Bottom Tube],2,3065
Trans-Red,"Brick 1 x 6 without Bottom Tubes with White Knife & Fork, Cup & Saucer Print",1,3067pb02
Trans-Yellow,Brick 1 x 2 [No Bottom Tube],2,3065
Yellow,Electric Lightbrick 2 x 2 Type 2 - 4.5V [Complete],2,265bc01
