color,part,quantity,part_id
Red,"Window 1 x 4 x 3, with Glass for Slotted Bricks",1,cwindow04
White,"Window 1 x 4 x 3, with Glass for Slotted Bricks",1,cwindow04
White,"Window 1 x 4 x 3, with Glass for Slotted Bricks",1,cwindow04
Yellow,"Window 1 x 4 x 3, with Glass for Slotted Bricks",1,cwindow04
