color,part,quantity,part_id
White,"Flag on Flagpole, Wave with Austria Print",1,777p06
White,"Flag on Flagpole, Wave with France Print",1,777p10
White,"Flag on Flagpole, Wave with Great Britain Print",1,777p11
White,"Flag on Flagpole, Wave with Lego Logo in Red Ellipse Print",1,777px8
White,"Flag on Flagpole, Wave with Portugal Print",1,777p12
