color,part,quantity,part_id
Black,"Brick, Round 1 x 1 with Fins",2,4588
Black,"Engine - Smooth, Small 1 x 2 Side Plate [With Axle Holders]",2,3475b
Black,Plate Round 2 x 2 with Axle Hole,1,4032
Black,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],1,3839b
Black,Plate Special 1 x 4 Offset,1,4590
Black,Tile  1 x  2 with Mars Orbit Display Print,1,3069bp53
Blue,Plate 2 x 6,1,3795
Dark Gray,Bracket 3 x 2 - 2 x 2 [aka Space Seat],1,4598
Dark Gray,Plate 1 x 2,1,3023
Dark Gray,Slope 33° 3 x 2 with Insectoid Scope Print,1,3298pr0018
Trans-Neon Green,Cone 1 x 1 [No Top Groove],2,4589
Trans-Neon Green,Plate Round 1 x 1 Straight Side,4,4073
Unknown,Minifig,1,sp023
