color,part,quantity,part_id
Black,Boat Bow Plate 7 x 6 without Stud Notches,1,2625
Black,Hinge Bar with 3 Fingers and End Stud (Control Lever),2,2433
Black,Panel 1 x 2 x 1 [Square Corners],2,4865a
Black,Plate 1 x 3,2,3623
Black,Plate 6 x 6,1,3958
Black,Plate Special 1 x 2 Side Handle [Free Ends],4,2540
Black,Slope 33º 3 x 1,1,4286
Black,Windscreen 6 x 4 x 1 1/3,1,6152
Blue,Brick 1 x 2 x 1 1/3 with Curved Top,2,6091
Blue,Brick 2 x 2,1,3003
Blue,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Blue,Tile 1 x 2 Grill with Bottom Groove,2,2412b
Light Gray,Plate 1 x 1 - Horizontal Clip,2,6019
Light Gray,Plate 2 x 3,1,3021
Light Gray,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],3,2654
Red,Brick 1 x 2 x 1 1/3 with Curved Top,2,6091
Red,Brick 2 x 2 Corner,2,2357
Red,Plate 1 x 8,2,3460
Red,Plate 2 x 4,1,3020
Red,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Red,Tile 1 x 2 Grill with Bottom Groove,2,2412b
Unknown,"Octan - Blue Oil, Blue Legs, White Helmet, Black Visor, Life Jacket",1,oct006
White,Brick 1 x 2,2,3004
White,Plate 2 x 3,1,3021
White,Tile Special 1 x 2 with Handle,1,2432
White,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Yellow,Brick 1 x 2 x 1 1/3 with Curved Top,2,6091
Yellow,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
