color,part,quantity,part_id
Black,Plate 2 x 4,1,3020
Blue,Electric Train Motor 4.5V 4 x 12 x 4 with Black Base,1,x579c02
Light Gray,Tyre Smooth Old Style - Large,2,36
Light Gray,Tyre Smooth Old Style - Small,2,132-old
Light Gray,Tyre for Train Wheel for Electric Train Motor 12V,2,458
Red,"Train Wheel with 2 x 2 Stud Center, Beveled Tread and Cam Axle for Motor",2,wheel1b
Red,Wheel Old with 12 Studs and Axle Cam for motor,2,715a
Red,Wheel Old with 4 Studs and Axle Cam for Motor,2,7039b
White,"Brick, Modified 2 x 4 with Wheels Holder Old, Clear Bottom",1,7049b
White,"Electric Wire 4.5V with four Metal 1-prong Connectors, 48 Studs long (Old)",1,393c48
