color,part,quantity,part_id
Red,Door for Slotted Bricks,2,bdoor01
White,Window 4 Pane for Slotted Bricks,4,bwindow01
White,Window 6 Pane for Slotted Bricks,3,bwindow02
White,Window 8 Pane for Slotted Bricks,3,bwindow03
