color,part,quantity,part_id
Black,Antenna 1 x 4,2,3957
Dark Blue,Tile 2 x 2 with Groove,2,3068b
Dark Bluish Gray,Hinge Plate 1 x 2 Locking with 1 Finger on Side,2,44567
Dark Bluish Gray,Plate 2 x 6,1,3795
Trans-Neon Green,Plate Round 1 x 1 Straight Side,2,4073
White,"Engine, Smooth Large, 2 x 2 Thin Top Plate",1,4868b
White,"Slope Curved 2 x 2 Lip, No Studs",1,30602
White,Tail Shuttle,1,6239
White,Wedge Plate 6 x 3 Left,1,54384
White,Wedge Plate 6 x 3 Right,1,54383
Yellow,Hinge Plate 1 x 2 Locking with 2 Fingers On End,2,44302
Yellow,Tile Special 1 x 1 with Clip,2,2555
