color,part,quantity,part_id
(No Color),"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Red Helmet",1,47394pb161
(No Color),"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Yellow Cap with Headset",1,47394pb160
Black,Duplo Hose with Rubber End and Lt Bluish Gray Nozzle,1,58498c01
Black,"Duplo, Toolo Tyre Slick",4,85345
Black,"Duplo, Toolo Tyre with Deep Tread",2,31352
Blue,"Duplo, Brick 2 x 2 Slope 45 with Oscilloscope Print",1,6474pb29
Flat Silver,Flagpole / Antenna 1 x 9 [Duplo],1,51708
Light Bluish Gray,"Duplo, Toolo Wheel with Action Wheeler Screw Short",6,99565c01
Light Bluish Gray,Engine Block 2 x 2,1,85347
Lime,Brick 2 x 2,1,3437
Lime,Brick 2 x 3 with Curved Bottom,2,98252
Lime,Brick 2 x 4,1,3011
Lime,"Duplo, Toolo Formula Car Chassis Assembly with Blue Top and Number 8 and Octan Logo Print",1,98541c01pb01
Pearl Light Gray,Duplo Utensil Wrench for Minifigs,1,47509
Red,"Duplo, Plate Round Corner 4 x 4",1,98218
Red,"Duplo, Toolo Tool Screwdriver",1,dt001
Red,Plate 2 x 4,3,40666
Red,Plate 2 x 8,1,44524
White,Duplo Container Oil Drum 2 x 2 x 2 with Green Band Print,1,60777px1
White,Duplo Flag Wavy 2 x 5 with Chequered Print,1,51725pb05
Yellow,Duplo Fence Railing,1,2214
Yellow,"Duplo, Brick 2 x 2 Slope 45 with Octan, Digits and Gas Gauge Print",1,6474pb24
