color,part,quantity,part_id
Black,Plate Special 1 x 2 Side Handle [Free Ends],1,2540
Black,Plate Special 2 x 2 with Wheel Holders,1,4600
Black,Wheel Wagon Small (27mm D.),2,2470
Light Gray,Plate 2 x 4,1,3020
Red,Antenna 1 x 4,1,3957
Tan,Plate 2 x 4,1,3020
Tan,Slope 75° 2 x 2 x 2 Quadruple Convex,1,3688
Tan,"Tile 2 x 2 with Orange Map and Hieroglyphs, Anubis Head, 40 Print",1,3068bpx19
Trans-Green,Plate Round 1 x 1 Straight Side,2,4073
Trans-Red,Rock 1 x 1 Jewel 24 Facet,1,30153
Unknown,Minifig - Adventurers,1,adv021
Yellow,Plate Round 1 x 1 Straight Side,1,4073
