color,part,quantity,part_id
Green,"Brick 1 x 2 without Bottom Tube, Slotted (with 1 slot)",9,bslot01
Green,"Brick 2 x 3 without Bottom Tubes, Slotted (with 1 slot)",3,bslot03
Red,"Brick 1 x 2 without Bottom Tube, Slotted (with 1 slot)",9,bslot01
Red,"Brick 2 x 3 without Bottom Tubes, Slotted (with 1 slot)",3,bslot03
White,"Brick 1 x 2 without Bottom Tube, Slotted (with 1 slot)",9,bslot01
White,"Brick 2 x 3 without Bottom Tubes, Slotted (with 1 slot)",3,bslot03
Yellow,"Brick 1 x 2 without Bottom Tube, Slotted (with 1 slot)",9,bslot01
Yellow,"Brick 2 x 3 without Bottom Tubes, Slotted (with 1 slot)",3,bslot03
